name,review_text,rating,institution
Sud 36,No Text,5,NIT Rourkela Library
saket sarkate,"5 stars to it. It has lots of collections of books and journals and all. Contains all other facilities and security. Different varieties of books are available like regional, biological means related to all the subjects. Also it has AC too.",5,NIT Rourkela Library
shesa rajhans,No Text,5,NIT Rourkela Library
Pritish Biswas,"Lift, drinking water, washroom, strong a.c. available. Nice collection of book. You can spend a whole day here.",5,NIT Rourkela Library
Purushottam Behera,No Text,5,NIT Rourkela Library
samuel sukumar,"Good collection of books but need to be cautious because mostly some book may not be available to all students of same class .

you can take a book by ID card and you can keep it with you up to 21 days after that  you need to pay fine for everyday ,you can renew book in online at NITRKL website .
you can get soft copies in NITRKL portal ,hard copies ,some videos also available for some subjects you can find these things in website or you can directly ask them for this information really a good helping staff you can find .

Wi-fi  and LAN  connection is available  good atmosphere to study but during exams time it will be very busy with students .",4,NIT Rourkela Library
Atique Barudgar عتیق بارودگر,"Not up to  the standard of a premium NIT.
1)Literature collection is not wide, more than 65,000 books is only on paper,  reality is many books are damaged, old or discarded.
2)In summer you will not be able to study, not because AC is not working but also fans are not there in minimum required numbers. (this is serious problem)
3)Laptop charging socket is not up to required number.
4)Wifi network is good at only restricted space at each floor, you should have your own JIO hotspot.
DONT KNOW WHEN THEY WILL COME OUT OF THEIR CABINS AND REALIZE THE REAL PROBLEMS.
some positive
1)Peaceful environment is there, good seating arrangement is also there.
2) It is fully computerized.",2,NIT Rourkela Library
Mahendralal,Library of NIT Rourkela.,5,NIT Rourkela Library
Aakash Chandrakar,Excellent but literature's collections are quit unsatisfactory.,4,NIT Rourkela Library
Bhagirath Khuman,No Text,4,NIT Rourkela Library
DEBASIS PAL,No Text,4,NIT Rourkela Library
Raghunath sutar,Best library,5,NIT Rourkela Library
SABYASACHI MISHRA,"A best study environment...
It's the central library of NIT Rourkela",5,NIT Rourkela Library
Abhishek Gupta,Awesome place for self study..,5,NIT Rourkela Library
lets learn,No Text,3,NIT Rourkela Library
Bipin Kumar Sahoo,Reading room is so good.,5,NIT Rourkela Library
RAVI TEJA,No Text,5,NIT Rourkela Library
Malkhan Singh,"Library have all latest facilities and regularly updated with new published books of new technologies.
Now, it is wheelchair accessible.",5,NIT Rourkela Library
Sanjukta Sarkar,No Text,5,NIT Rourkela Library
sandeep Kumar Maurya,"Well developed... study hall is nice..
But AC is not working this year",4,NIT Rourkela Library
Sourabh Bera,No Text,5,NIT Rourkela Library
Sourav Sahoo,A nice place for everyone who come here to realize its intended purpose. The timings are a bit inflexible though as many of the leading technical institutes have 24-hours accessible libraries. The collection of books and online resources are huge and the work being done by the staff in maintaining those is commendable.,5,NIT Rourkela Library
Shiv Shankar Nandi,No Text,5,NIT Rourkela Library
Saurav Singh,Nice library,5,NIT Rourkela Library
Rajesh Kumar Mallick,No Text,1,NIT Rourkela Library
kalu78 jena,No Text,1,NIT Rourkela Library
Dibya Jyoti Mohapatra,There are no fiction books or any other type of novels......,1,NIT Rourkela Library
Raj Rajeswar Sahu,No Text,5,NIT Rourkela Library
Smarak Kumar Dash,No Text,4,NIT Rourkela Library
MRINAL BHAUMIK,No Text,5,NIT Rourkela Library
Deepak Singh Dohare,No Text,5,NIT Rourkela Library
Vishal Kumar Das,No Text,5,NIT Rourkela Library
Aurek Chattopadhyay,This is the best library I have ever seen.,5,NIT Rourkela Library
ASISH DAS,No Text,1,NIT Rourkela Library
Maynak Das,Lots of good books and a nice place to study or read,4,NIT Rourkela Library
Dattsam,No Text,5,NIT Rourkela Library
Sajidur Rahman,It is an institute library accessible to only students. Most technical books available. With online portal.,5,NIT Rourkela Library
Ayush Prasad Kasar,Good for studying,4,NIT Rourkela Library
Spandan Sahu,"Nice place to share ur  time with the books.
Gonna enjoy it .",5,NIT Rourkela Library
Dr. Mukesh K. Gupta,Excellent,5,NIT Rourkela Library
Shrehal Bohra,This place dosnt care to repair AC even in the summers. I spent complete 30 days without AC just because my JIO sim catches good network here.,2,NIT Rourkela Library
Roshni Biswas,No Text,4,NIT Rourkela Library
Pratyush Kumar,No Text,5,NIT Rourkela Library
Tridev Dash,No Text,5,NIT Rourkela Library
jomy joseph,No Text,4,NIT Rourkela Library
maZirtira,State of the art library,4,NIT Rourkela Library
Dr. Pushpdant Jain,"BPCL of NITR. Nice place to study, full air-conditioned with great collection of Books",5,NIT Rourkela Library
Malay Milan Choudhury,No Text,5,NIT Rourkela Library
Ranjita Senapati,No Text,5,NIT Rourkela Library
Ansuman Choudhury,No Text,4,NIT Rourkela Library
Saumya Kanta Swain,Best library in the region. RFID tagged books makes it hi-tech. RFID tagged library cards (college id card) makes issuing books and querying status extremely simple. Computerised and library.,5,NIT Rourkela Library
SAMBIT KUMAR KESHI,No Text,5,NIT Rourkela Library
T.Sambit Suranjan,No Text,5,NIT Rourkela Library
Utkarsh Singh,"A quiet and an ideal place for all those who find it difficult to concentrate on their studies in hostel rooms. Although you are not allowed to bring personal text books, one of the way out is to bring spiral binded books.
On weekands and holidays, the library closes at 5pm.",4,NIT Rourkela Library
Khyati Upadhyay,Full air conditioned reading rooms with best quality table and chairs good and free wifi,5,NIT Durgapur Library
Tech Bro,No Text,4,NIT Durgapur Library
Souvik Sarkar,No Text,5,NIT Durgapur Library
Supriyo Pramanik,"Heart of the institute. The Central Library of NIT Durgapur is a well-stocked library with a vast collection of books, journals, and other resources in various fields of engineering, science, humanities, and social sciences. It also has an online catalog and digital resources, including e-books and e-journals, for easy access to information. The library provides a peaceful and conducive environment for studying and research, and has dedicated staff to assist students and faculty with their information needs.",4,NIT Durgapur Library
Rishab Dugar Jain,No Text,5,NIT Durgapur Library
Azad Khan,No Text,4,NIT Durgapur Library
Harshini,No Text,5,NIT Durgapur Library
ABHISHEK SHARMA,No Text,4,NIT Durgapur Library
Arkaprava Manna,Very nice place to read and work.,5,NIT Durgapur Library
Utsav Pandey,No Text,5,NIT Durgapur Library
Raju Nitdurgapur,No Text,5,NIT Durgapur Library
Rakee_99,No Text,5,NIT Durgapur Library
Sumitro Dey,No Text,5,NIT Durgapur Library
Rahul Mukherjee,"Recently this library has been revamped with modernised decor and structured way of book organization. It's the most casual a library I have ever seen. The books were never properly organised although they have separate sections for each subject. Often the books were mixed up. Searching a book at times were really difficult and tiresome. The books are all outdated edition and very few books are there which are in proper shape and quality. Apart from academic texts one can find research literatures and books on popular scientists and their works. But the credit goes to you if you can spot the needle out of the haystack.

The reading area is quite big and spacious enough to hold many students at a time. It's really a quite place to study with full concentration. Has electric ports for charging laptop or phone. Has good speed wifi.",3,NIT Durgapur Library
Sudipta Biswas,"It is centrally located place with very good collection of books, Well maintained multiple reading rooms with central AC facilities.",5,NIT Durgapur Library
abhik aguan,No Text,4,NIT Durgapur Library
Saurav Gogoi,No Text,5,NIT Durgapur Library
sudhakar babbu,No Text,4,NIT Durgapur Library
Durbadal Mandal,No Text,5,NIT Durgapur Library
Ankan Banerjee,Currently renovation work is in progress.,4,NIT Durgapur Library
vedhanand pmr,No Text,5,NIT Durgapur Library
Lohit Agarwalla,It has a good collection of books.Almost all books required for academic purpose can be found here.However the copies of the books are less.It has study rooms which are quite good to study peacefully.The ground floor is little old fashioned.2nd floor is getting constructed which has all modern requirements.,4,NIT Durgapur Library
Athul Gabriel K M,No Text,5,NIT Durgapur Library
Upendranath Barman,Very good collection of different types of Books.,4,NIT Durgapur Library
Amit Kumar Ball,Love this place,5,NIT Durgapur Library
Saurabh Kumar,No Text,4,NIT Durgapur Library
Sadaf Akhtar,No Text,5,NIT Durgapur Library
SANDIP GIRI,No Text,4,NIT Durgapur Library
Champagne Bros,good collection of books but not sufficient copies available also not well management of books and a lot of dirts in the book self but peaceful environment for self study and nice study room,3,NIT Durgapur Library
shahbal Akhter,No Text,5,NIT Durgapur Library
Sanjiban Dutta,No Text,4,NIT Durgapur Library
Nitisha Singh,No Text,3,NIT Durgapur Library
Abhishek Singh,No Text,4,NIT Durgapur Library
Shashank Shekhar,Lot of books but poor management!!,3,NIT Durgapur Library
Debasis Shee,"Library is good,but should have more books and digital contents,more study halls",3,NIT Durgapur Library
Mohindar Vaghela,Helpful,5,NIT Durgapur Library
Randhir Singh Rana,Huge collection of books and High speed internet facility.,5,NIT Durgapur Library
Md Mousam Sekh,Good,3,NIT Durgapur Library
Prashant Singh,Library has Dlink WiFi router not a very heavy duty one but it's ok.Some time speed is good some time not.Four books can be issued on one card .Renewal required after 6 months.,3,NIT Durgapur Library
Abhishek Thakur,"Normal library with books and girls-guys looking for a place to ""study"" together :p",3,NIT Durgapur Library
sayan Pradhan,Internet not working,1,NIT Kurukshetra Library
Aaditya,No Text,5,NIT Kurukshetra Library
PRAKASHKUMAR BISOI,No Text,3,NIT Kurukshetra Library
Vetcha Venkat bhargav,No Text,5,NIT Kurukshetra Library
Ishan Saini,No Text,3,NIT Kurukshetra Library
Dipanshu Bisht,No Text,4,NIT Kurukshetra Library
himanshu,No Text,4,NIT Kurukshetra Library
Pala Singh,No Text,5,NIT Kurukshetra Library
Pratham Verma,No Text,3,NIT Kurukshetra Library
Raghav Garg,No Text,5,NIT Kurukshetra Library
Ayush Parchha,No Text,4,NIT Kurukshetra Library
Parth Nema,No Text,5,NIT Kurukshetra Library
Amit Kumar,No Text,5,NIT Kurukshetra Library
Jay Prakash Yadav,No Text,1,NIT Kurukshetra Library
Ayush Sur,No Text,5,NIT Kurukshetra Library
satish kumar,1 number,5,NIT Kurukshetra Library
Virender singh bisht 388,It's nice one,3,NIT Kurukshetra Library
Twinkal Soni,No Text,5,NIT Kurukshetra Library
Rajat Sharma,No Text,5,NIT Kurukshetra Library
Ritik Kumar,No Text,5,NIT Kurukshetra Library
Ayushi,No Text,1,NIT Kurukshetra Library
Nidhi,"Few of the library staff are not at all supportive. The female person in authority does not behave well with the students and does not co-operate at the time of need. This was specially felt at the time of thesis submission. That might be scooped off if it got better later, but at this moment as well there is no help to the students from that end. If mail is being sent to the concerned person regarding any checks there is no response from her end. This has been observed even after multiple requests for urgent situations.",3,NIT Kurukshetra Library
vasu namdev,No Text,4,NIT Kurukshetra Library
Himanshu Tandon,No Text,4,NIT Kurukshetra Library
Varun Pratap Singh,No Text,5,NIT Kurukshetra Library
Siddharth Jain,No Text,4,NIT Kurukshetra Library
Sandeep Malik,No Text,5,NIT Kurukshetra Library
Ayush Joshi,No Text,5,NIT Kurukshetra Library
anil kotwal,No Text,1,NIT Kurukshetra Library
Harsh,No Text,5,NIT Kurukshetra Library
PRIYAM SRIVASTAVA,No Text,5,NIT Kurukshetra Library
Mechanect,Good collection of books in tech. Limited non tech to explore.,3,NIT Kurukshetra Library
Gaurav Kamboj,No Text,4,NIT Kurukshetra Library
Arpit Bhalla,No Text,5,NIT Kurukshetra Library
Yash Sharma,No Text,4,NIT Kurukshetra Library
Mahesh Rathore,No Text,5,NIT Kurukshetra Library
Dharani Mullapati,No Text,3,NIT Kurukshetra Library
Madhav Mohan,No Text,5,NIT Kurukshetra Library
Ankit Raj,No Text,5,NIT Kurukshetra Library
Chinmay,No Text,4,NIT Kurukshetra Library
Aman Sharma,No Text,5,NIT Kurukshetra Library
Alok Kumar,No Text,5,NIT Kurukshetra Library
Kartik Kohapare,Superb!,5,NIT Kurukshetra Library
Ashish Kumar Yadav,No Text,3,NIT Kurukshetra Library
Rival Rana,It's a good place for students to study with silence.,5,NIT Kurukshetra Library
Tanish Mittal,No Text,4,NIT Kurukshetra Library
TUSHAR BHARDWAJ,No Text,4,NIT Kurukshetra Library
Inder Singh,No Text,3,NIT Kurukshetra Library
Hrithik Garg,No Text,5,NIT Kurukshetra Library
Nikhil Mittal,No Text,4,NIT Kurukshetra Library
Sahil Sheokand,Future made library,4,NIT Kurukshetra Library
Sahil Singh Bibba,No Text,5,NIT Kurukshetra Library
Gaurav Khatak,No Text,5,NIT Kurukshetra Library
Shivanshu,No Text,5,NIT Kurukshetra Library
Trijal Sharma,No Text,5,NIT Kurukshetra Library
Himanshu Yadav,No Text,5,NIT Kurukshetra Library
Shivendra Singh,No Text,5,NIT Kurukshetra Library
Pravesh Kumar,Good place but wifi and lighting system not work properly,4,NIT Kurukshetra Library
Somnath Das,No Text,5,NIT Kurukshetra Library
Deepak Sharma,No Text,5,NIT Kurukshetra Library
Concepts Books Publication India,No Text,4,NIT Kurukshetra Library
Sudhir Chaudhary,No Text,4,NIT Kurukshetra Library
Prateek Chauhan,No Text,3,NIT Kurukshetra Library
Amol Choubey,No Text,5,NIT Kurukshetra Library
Rajneesh Rajpoot,No Text,4,NIT Kurukshetra Library
Shivam Varshney,No Text,5,NIT Kurukshetra Library
Aditi Rathore,No Text,5,NIT Kurukshetra Library
ravi malik,No Text,5,NIT Kurukshetra Library
Mrunal Shende,"Normal , any clg library. Nothing much exciting.",4,NIT Kurukshetra Library
Jai Verma,No Text,3,NIT Kurukshetra Library
Aman Verma,No Text,5,NIT Kurukshetra Library
6110 saurabh saroj,No Text,5,NIT Kurukshetra Library
Prince G.,No Text,5,NIT Kurukshetra Library
Hemanth Pawan,No Text,5,NIT Kurukshetra Library
Ringso HOzai,No Text,1,NIT Kurukshetra Library
Nelaturi Ankitha,No Text,4,NIT Kurukshetra Library
saurabh yadav,sup,5,NIT Kurukshetra Library
Prathmesh Mishra,No Text,4,NIT Kurukshetra Library
Ronak Meena,No Text,5,NIT Kurukshetra Library
Amresh nitkkr,No Text,5,NIT Kurukshetra Library
2054_Bhavya,No Text,5,NIT Kurukshetra Library
SANJAY KUMAR SHARMA,No Text,5,NIT Kurukshetra Library
Dr. Ashish Tiwari,Awesome,5,NIT Kurukshetra Library
Deeksha Singh,No Text,5,NIT Kurukshetra Library
OJASVI SWAMI,No Text,5,NIT Kurukshetra Library
Anshul Chaudary,No Text,5,NIT Kurukshetra Library
Rajesh Nirwan,No Text,5,NIT Kurukshetra Library
Ankit singh,No Text,1,NIT Kurukshetra Library
Suresh Kumar Bishnoi,No Text,5,NIT Kurukshetra Library
Chandan Singh,No Text,5,NIT Kurukshetra Library
Harsh Kaushik,No Text,5,NIT Kurukshetra Library
K VIKAS,No Text,4,NIT Kurukshetra Library
Amit,"I love the place , so calm and peaceful",5,NIT Kurukshetra Library
Akshay Kumar,No Text,5,NIT Kurukshetra Library
107Isha jangir,No Text,5,NIT Kurukshetra Library
Deepak Kumar,No Text,5,NIT Kurukshetra Library
6022 Nitin Kumar,No Text,5,NIT Kurukshetra Library
Sunil Vishnoi,"It is quite good but separation between students is not good .
You can see what someone is doing next to you ...
Otherwise it okay",4,NIT Kurukshetra Library
Yash Shree,No Text,5,NIT Kurukshetra Library
Lokesh Goel,No Text,5,NIT Kurukshetra Library
KRISHNA PATEL,No Text,5,NIT Kurukshetra Library
Madhusudan Thapliyal,No Text,5,NIT Kurukshetra Library
pradeep rana,No Text,5,NIT Kurukshetra Library
Harsh Malik,No Text,5,NIT Kurukshetra Library
OMPRAKASH MEENA 148,Nice,5,NIT Kurukshetra Library
Lakhyajit Das,No Text,5,NIT Kurukshetra Library
Arvind saini,No Text,5,NIT Kurukshetra Library
Manish Garg,Superb Library,5,NIT Kurukshetra Library
Navdeep Redhu,No Text,3,NIT Kurukshetra Library
PARVEENA DEVI,Good,5,NIT Kurukshetra Library
karanpal pal,This is very very nice library for students for study and so impressed with nit kurukshetra library,5,NIT Kurukshetra Library
Anirudh Ganwal,"Well stocked library with more than 150k resources. Really quiet place.
Mostly crowded near exams. ""People come here to study in peace for exams.""",5,NIT Kurukshetra Library
Ajay Nain,No Text,5,NIT Kurukshetra Library
deepanshu gupta,No Text,4,NIT Kurukshetra Library
Abhishek Singh,Best place for study,5,NIT Kurukshetra Library
Nilesh Kumar Jha,"Very huge library with lakhs of books, journals , magazines and documents .",5,NIT Kurukshetra Library
Abhishek Sharma,No Text,4,NIT Kurukshetra Library
Abhinav Parmar,"Amazing facilities, 24 hrs reading section",4,NIT Kurukshetra Library
Neeraj Chauhan,"It's very big, quite and best for reading.",5,NIT Kurukshetra Library
Ishaan Garg,"Its an awesome place to study, your concenteration can be 100 times  bcoz if its calm and adorable study climate, where the aura of study is there...🤩 …",5,NIT Kurukshetra Library
piyush meena,No Text,5,NIT Kurukshetra Library
Aman Singhal,Peaceful place to study,5,NIT Kurukshetra Library
Mohit Sindhwani,No Text,5,NIT Kurukshetra Library
Aryan,No Text,4,NIT Kurukshetra Library
Ratin Kumar,No Text,5,NIT Kurukshetra Library
Deepak Deswal,No Text,5,NIT Kurukshetra Library
Atul Saini,Open 24*7,5,NIT Kurukshetra Library
sujeet kumar pandey,No Text,5,NIT Kurukshetra Library
Abdul Rasheed,Excellent,5,NIT Kurukshetra Library
Sachin Kohar,"Silent and peaceful place to study. Neat and tidy, comfortable chairs and tables. Friendly environment.",5,NIT Kurukshetra Library
Vishal Hooda,"Good WiFi
Good place for study and you goona enjoy the atmosphere",4,NIT Kurukshetra Library
Akshay Dwivedi,Good for study,5,NIT Kurukshetra Library
Lakshay Sipani,No Text,5,NIT Kurukshetra Library
Rohit Bisht,No Text,4,NIT Kurukshetra Library
Himanshu Kumar,Because it is very Calm place and have every facilities,5,NIT Kurukshetra Library
Mahaan Lal Srivastav,No Text,5,NIT Kurukshetra Library
Pradeep Kumar,Best library for loving couples,5,NIT Kurukshetra Library
Ankur Charan,No Text,3,NIT Kurukshetra Library
Rishi Ameta,No Text,3,NIT Kurukshetra Library
Rahul Dhandhi,No Text,4,NIT Kurukshetra Library
Arundhatti Bezbaruah,No Text,4,NIT Kurukshetra Library
BIRENDER YADAV,No Text,5,NIT Kurukshetra Library
Gangadhar Sagar,No Text,4,NIT Kurukshetra Library
Deepak Khichi,Calm and peaceful environment,5,NIT Kurukshetra Library
SANJAY GAUTAM,No Text,4,NIT Kurukshetra Library
Ishan Verma,No Text,5,NIT Kurukshetra Library
Piyush Yadav,No Text,5,NIT Kurukshetra Library
Samyak Jain,No Text,5,NIT Kurukshetra Library
Vaibhav,No Text,4,NIT Kurukshetra Library
ayush jain,Open 24×7,5,NIT Kurukshetra Library
Abhishek Verma,No Text,4,NIT Kurukshetra Library
Vijay Kumar,No Text,5,NIT Kurukshetra Library
Saurabh Kumar,No Text,5,NIT Kurukshetra Library
Abhishek Shukla,No Text,5,NIT Kurukshetra Library
Gautam Shah,No Text,5,NIT Kurukshetra Library
Shivam Upadhyay,No Text,3,NIT Kurukshetra Library
Arpit Bhatnagar,No Text,4,NIT Kurukshetra Library
kshitij jindal,No Text,4,NIT Kurukshetra Library
Jorawar Bura,Good siting place to study 27 *7,3,NIT Kurukshetra Library
Vaibhav Garg,No Text,4,NIT Kurukshetra Library
Jasram Meena,No Text,5,NIT Kurukshetra Library
Aman Chaudhary,No Text,4,NIT Kurukshetra Library
Krishan Kumar,Heart of NIT Kurukshetra having large storage of books. Timings for book section Monday to Friday 8 am to 7 pm and Saturday timings 9 am to 5 pm and Sunday library section is closed. Keep noted that the Reading hall is available and open 24 hours and all days. Book bank is speciality of this library. Seperate research section is there having large coverage of magazine and thesis. Facility of printing and photocopy shop inside it. Visual and computer room. Fully Wifi and now library section is fully A.C. Facility of Cooler in Reading hall. ID card is checked on random basis. Staff is really very cooperative and hard working.,5,NIT Kurukshetra Library
Akshay Gupta,No Text,5,NIT Kurukshetra Library
Anurag Prajapati,No Text,5,NIT Kurukshetra Library
raman mehta,No Text,4,NIT Kurukshetra Library
amit kumar,Good Collection,5,NIT Kurukshetra Library
kartik aggarwal,No Text,5,NIT Kurukshetra Library
Harsh dahiya,No Text,5,NIT Kurukshetra Library
Aman Kumar,No Text,3,NIT Kurukshetra Library
Ravi Bhadana Arya,No Text,3,NIT Kurukshetra Library
vikas chahal,No Text,5,NIT Kurukshetra Library
DINESH YADAV,Its nice place to study. Its actually a place with large nos of students with no noise. There is fully use of my time there. That's why I like this place.,5,NIT Kurukshetra Library
Prashant Sachan,Best place in NITKKR to spend peaceful time,5,NIT Kurukshetra Library
vikas choudhary,Good environment for study,5,NIT Kurukshetra Library
Abhishek Jangir,Best part of this library is that they have huge collection of books and the environment is also very peaceful! Its available 24*7*365,5,NIT Kurukshetra Library
Siddhant Agarwal,No Text,4,NIT Kurukshetra Library
Harish Kumar,Peaceful environment,5,NIT Kurukshetra Library
Yash Gupta,Wide collection of Technical and Research Resources,5,NIT Kurukshetra Library
Shiv Shankar Yadav,No Text,4,NIT Kurukshetra Library
Rishi Dutta,No Text,4,NIT Silchar Library
Ajad Hussain Laskar,Can any others be visited ????,5,NIT Silchar Library
Shafiul Alom Prodhani,No Text,5,NIT Silchar Library
Afzol Karim,No Text,5,NIT Silchar Library
Riya Kumari,No Text,5,NIT Silchar Library
Tutumoni Baruah,No Text,5,NIT Silchar Library
BAPON DAS,"✅Firstly it was. quite a good experience to visit the massive library in Nit Silchar.✅ large Book and other Materials collection was available.✅We went during our library visit from Assam University, Silchar.✅Overall experience was quite good❌. It was such a massive library no Air conditioning was available and no proper ventilation was there.❌. It feels exhausted inside the library and too hot for study during extreme heat season.❌. Such a Big Library but no permanent librarian was there and other permanent staff.🗒️Overall it was quite good and bad experience for me .do visit if you are in Nit Silchar.",3,NIT Silchar Library
Manoj Yadav,No Text,3,NIT Silchar Library
Mohit Singh,No Text,5,NIT Silchar Library
Fani Bhushan Nath,Infrastructure is just wow!!!,5,NIT Silchar Library
Mayur Pintu,No Text,5,NIT Silchar Library
nihar ji,No Text,5,NIT Silchar Library
Pankaj Kumar Chauhan,No Text,5,NIT Silchar Library
Swarnali Diphusa,No Text,3,NIT Silchar Library
Yashi Gupta,No Text,5,NIT Silchar Library
Dharmesh suman,Highly Below expectations...only for showcase.....,1,NIT Silchar Library
CHINMOY DAS,No Text,3,NIT Silchar Library
Suman Nunia,No Text,5,NIT Silchar Library
ABIR SAHANA,L.R.C.,5,NIT Silchar Library
Imran Hasan Laskar,No Text,5,NIT Silchar Library
Rajiv Sah,Not good facility.,3,NIT Silchar Library
Babu ji Study zone library and Stationers,No Text,5,NIT Silchar Library
Miracle Babaji,More Maintenance Required,5,NIT Silchar Library
R Rahman,No Text,5,NIT Silchar Library
Nitish Kumar,No Text,5,NIT Silchar Library
Lakshmi Shree,No Text,5,NIT Silchar Library
Sumanta Banerjee,A place of books and journals. A calm and quiet place for study.,5,NIT Silchar Library
upasana sar,No Text,5,NIT Silchar Library
Gourav Kurmi,"If the most beautiful building is in the entire NIT Silchar, then in my opinion this is the building. Asia's largest digital library.😌❣️ …",5,NIT Silchar Library
Upama Das,No Text,5,NIT Silchar Library
Sanidhya Kumar Patra,No Text,5,NIT Silchar Library
Sanjay Kurmi,Good,5,NIT Silchar Library
Kartik Verma,No Text,5,NIT Silchar Library
ajay sharma,No Text,5,NIT Silchar Library
praveen palli,No Text,1,NIT Silchar Library
Subham Chetri,No Text,2,NIT Silchar Library
Go Softspirit,No Text,4,NIT Silchar Library
Peddi Uday kiran,No Text,5,NIT Silchar Library
Pallav Kumar Nath,No Text,5,NIT Silchar Library
Vulchi Karthik,No Text,5,NIT Silchar Library
Md Farukh Abudin,No Text,5,NIT Silchar Library
Violina Deka,No Text,5,NIT Silchar Library
Shib Sagar Kurmi,Awesome,5,NIT Silchar Library
Naga Praveen Nadakuditi,No Text,5,NIT Silchar Library
Shaswat Vikram Gupta,No Text,5,NIT Silchar Library
Pohor Patric Debbarma,No Text,5,NIT Silchar Library
Abhishek Paul.,No Text,5,NIT Silchar Library
Srijon Khanal,No Text,1,NIT Silchar Library
Tushar Khankhoje,good place,5,NIT Silchar Library
Sunit Das,"The Central Library which is the heart of the Institute was established in 1977. It provides one of the important academic services to the Institute. It is a well-equipped Library, centrally located with easy access and does provide right impetus for the intellectual growth of the students, teachers, research scholars & others around. Presently, the Library is a part of the LTT building & having around 97,000 collections of documents of both print & non print materials.The Central Library with its modern collection of knowledge resources and innovative information services supports a complementary role for students, faculty, and the surrounding community in their intellectual pursuits. It is a hybrid library with the state-of-the-art technological applications. The Library holds knowledge resources predominantly related to Science and Technology, Humanities & Social Sc, Management & other allied subjects. The Library is now fully computerized with an integrated system connected to the Campus Network providing e-resource facility to the institutional community. The entire Library collection including the CD-ROM databases and the online databases are made available through Institute’s network. Users can access the online databases through Institute’s network. Library collection can also be searched through Web OPAC. National Institute of Technology Silchar Library is an active member of E-ShodhSindhu Consortium (to access online full text journals) and also member of NDL (National Digital Library) in order to avail the benefits of various services. In addition, library enrolled as Institutional membership of British Council Library, American Library to avail the service of ILL. Recently, NIT Silchar has invested Rs. 44 Crore to create a world-class, innovative, inviting and flexible library system to enhance campus learning, support research, and to provide community outreach service having 90,000 sq. ft. carpet area. For this purpose, Central Library, NIT Silchar has entered into a collaborative MOU with University Library & Mortenson Centre for International Library Programme of University of Illinois at Urbana Chaimpaign, USA to create world class LIS facilities at NIT Silchar. The library building is in the final stage of completion.",5,NIT Silchar Library
Rupjilika Timungpi,No Text,5,NIT Silchar Library
Dr. Lakshi Nandan Borah,No Text,5,NIT Silchar Library
seema yadav,No Text,5,NIT Silchar Library
Akash Amdabade,No Text,5,NIT Silchar Library
Ashesh Choudhury,No Text,5,NIT Silchar Library
Dr. Qaisher Ali Khan,No Text,4,NIT Silchar Library
Shami Alam Iftikar,No Text,5,NIT Silchar Library
Skash Rak,"Biggest Digital Library in Asia. A pride of Silchar. The environment inside is high tech and very peaceful. Collection is good. Hope they maintain the goodwill of the ""tag"". I will come again and hope to enjoy another reading experience in silence. Great great great library.",5,NIT Silchar Library
Alangkrita Borthakur,No Text,5,NIT Silchar Library
Jaydeep Debnath,"The library building is fantastic, equiped with world class facilities. It is still not functional completely though. Centralised AC bas Naam ka hain and lack of furnitures, so you cannot find place to study always. The reason I am giving low rating is because of the staff members, they are simply pathetic. They act like they are the Ceo of Google. So much arrogance, not at all helpful. Always full of tantrum, you will get sick of it !",2,NIT Silchar Library
Chintu Mazumdar,No Text,1,NIT Silchar Library
Aditya Ghosh,One of the Largest Library and learning resource center in the country.,5,NIT Silchar Library
Ankush Das,No Text,5,NIT Silchar Library
Utpal Borah,No Text,4,NIT Silchar Library
Bhaskar Jyoti Barman,Asia's  Biggest Digital library,5,NIT Silchar Library
Partha Protim Phukan,No Text,5,NIT Silchar Library
Jyotirmoy Das,No Text,5,NIT Silchar Library
Sujit Nath,Asia's biggest digital library,5,NIT Silchar Library
Madhurjya Borah,No Text,5,NIT Silchar Library
Aakash Kumar,"This is the Asia's largest library. Beautiful constructed, awesome design, highest capacity. You can study inside the library.This is a mega construction at the campus.Beautiful design. Online books, research papers, conference papers are available. Good environment of study.",5,NIT Silchar Library
Bhanuprasad Dharam,No Text,5,NIT Silchar Library
Sarwesh Swarnakar,Asia's biggest library.,5,NIT Silchar Library
Ijaz Ahmed,"Still in construction process. But, when it will become complete it will definitely be the largest library in India.",4,NIT Silchar Library
MD ROFIQUZZAMAN RIMON,No Text,5,NIT Silchar Library
Manas Jyoti Deka,Not opened yet.,1,NIT Silchar Library
Suvam Mondal,No Text,5,NIT Silchar Library
Vivek Verma,Amazing library,5,NIT Silchar Library
Atanu Paul_064,It:s awesome,5,NIT Silchar Library
Abhishek Bora,No Text,5,NIT Silchar Library
rohith cer,awesome to have such a mega construction in silchar......this surely makes NIT silchar proud...........,5,NIT Silchar Library
satish aryadeep,My favorite place in NIT HAMIRPUR,5,NIT Hamirpur Library
Jeevan Mylar,good and so peaceful inside,5,NIT Hamirpur Library
Ganpat Singh,No Text,5,NIT Hamirpur Library
himanshu sharma,No Text,4,NIT Hamirpur Library
Purushottam Singh,No Text,4,NIT Hamirpur Library
Kartik Chauhan,No Text,5,NIT Hamirpur Library
Sudhanshû Singh,No Text,5,NIT Hamirpur Library
Dheeraj kumar,Nicest,5,NIT Hamirpur Library
Dr Navneet Sharma,No Text,4,NIT Hamirpur Library
Vinay Sharma,Best.  Experience,5,NIT Hamirpur Library
Ritika lohia,No Text,5,NIT Hamirpur Library
